src,dst,syn_count,nt,sign,weight
1688,2,5,ACH,1.0,1.791759469228055
1006,551,6,ACH,1.0,1.9459101490553132
1015,1091,44,ACH,1.0,3.8066624897703196
1040,623,54,GABA,-1.0,-4.007333185232471
915,2,5,ACH,1.0,1.791759469228055
498,1564,22,ACH,1.0,3.1354942159291497
1392,991,14,ACH,1.0,2.70805020110221
529,1224,8,ACH,1.0,2.1972245773362196
1015,102,9,ACH,1.0,2.302585092994046
1419,1518,8,ACH,1.0,2.1972245773362196
1812,253,29,ACH,1.0,3.4011973816621555
1417,253,14,ACH,1.0,2.70805020110221
397,1627,5,GLUT,-1.0,-1.791759469228055
92,810,68,ACH,1.0,4.23410650459726
513,752,67,GABA,-1.0,-4.219507705176107
706,1776,5,GLUT,-1.0,-1.791759469228055
1199,1286,5,GABA,-1.0,-1.791759469228055
736,1725,15,ACH,1.0,2.772588722239781
836,548,9,DA,1.0,2.302585092994046
631,1660,5,SER,1.0,1.791759469228055
326,810,111,ACH,1.0,4.718498871295094
1303,708,9,GABA,-1.0,-2.302585092994046
548,1591,38,ACH,1.0,3.6635616461296463
1250,721,10,ACH,1.0,2.3978952727983707
1697,810,83,ACH,1.0,4.430816798843313
1574,984,8,ACH,1.0,2.1972245773362196
557,669,6,ACH,1.0,1.9459101490553132
446,880,29,ACH,1.0,3.4011973816621555
470,323,12,ACH,1.0,2.5649493574615367
1303,364,6,GABA,-1.0,-1.9459101490553132
167,1726,7,ACH,1.0,2.0794415416798357
836,669,31,DA,1.0,3.4657359027997265
1628,59,8,ACH,1.0,2.1972245773362196
1112,1286,100,ACH,1.0,4.61512051684126
1758,1597,11,GABA,-1.0,-2.4849066497880004
1235,113,15,ACH,1.0,2.772588722239781
1192,769,10,ACH,1.0,2.3978952727983707
669,984,6,GABA,-1.0,-1.9459101490553132
752,1082,41,ACH,1.0,3.7376696182833684
1040,1226,8,GABA,-1.0,-2.1972245773362196
894,192,14,GLUT,-1.0,-2.70805020110221
92,239,28,ACH,1.0,3.367295829986474
1286,729,28,ACH,1.0,3.367295829986474
265,623,43,ACH,1.0,3.784189633918261
729,470,28,GABA,-1.0,-3.367295829986474
1303,80,5,GABA,-1.0,-1.791759469228055
1040,844,6,GABA,-1.0,-1.9459101490553132
1303,353,12,GABA,-1.0,-2.5649493574615367
494,1190,19,ACH,1.0,2.995732273553991
1604,352,5,ACH,1.0,1.791759469228055
572,1152,5,ACH,1.0,1.791759469228055
1372,369,13,ACH,1.0,2.6390573296152584
1758,743,6,GABA,-1.0,-1.9459101490553132
1303,289,8,GABA,-1.0,-2.1972245773362196
492,769,14,ACH,1.0,2.70805020110221
1303,674,13,GABA,-1.0,-2.6390573296152584
548,1240,17,ACH,1.0,2.8903717578961645
1466,1091,36,ACH,1.0,3.6109179126442243
1468,729,5,ACH,1.0,1.791759469228055
1112,729,20,ACH,1.0,3.044522437723423
1190,571,17,GABA,-1.0,-2.8903717578961645
1697,556,41,ACH,1.0,3.7376696182833684
869,1122,6,ACH,1.0,1.9459101490553132
860,1303,12,ACH,1.0,2.5649493574615367
246,239,17,GABA,-1.0,-2.8903717578961645
789,369,19,ACH,1.0,2.995732273553991
192,729,16,GABA,-1.0,-2.833213344056216
984,973,5,GLUT,-1.0,-1.791759469228055
244,392,8,ACH,1.0,2.1972245773362196
577,757,8,ACH,1.0,2.1972245773362196
817,23,111,ACH,1.0,4.718498871295094
1466,239,7,ACH,1.0,2.0794415416798357
893,1170,18,ACH,1.0,2.9444389791664403
1303,1122,12,GABA,-1.0,-2.5649493574615367
12,1224,14,ACH,1.0,2.70805020110221
92,1853,21,ACH,1.0,3.091042453358316
729,1534,9,GABA,-1.0,-2.302585092994046
822,321,7,ACH,1.0,2.0794415416798357
1040,640,8,GABA,-1.0,-2.1972245773362196
1040,604,17,GABA,-1.0,-2.8903717578961645
1597,246,12,GABA,-1.0,-2.5649493574615367
1040,581,56,GABA,-1.0,-4.04305126783455
869,1835,19,ACH,1.0,2.995732273553991
1530,871,162,ACH,1.0,5.093750200806762
730,605,7,ACH,1.0,2.0794415416798357
1040,1073,17,GABA,-1.0,-2.8903717578961645
339,1070,15,ACH,1.0,2.772588722239781
1303,1317,11,GABA,-1.0,-2.4849066497880004
236,1037,5,ACH,1.0,1.791759469228055
542,921,97,ACH,1.0,4.584967478670572
1277,895,5,ACH,1.0,1.791759469228055
1341,729,59,ACH,1.0,4.0943445622221
1210,1776,5,ACH,1.0,1.791759469228055
1114,921,6,ACH,1.0,1.9459101490553132
1071,721,11,ACH,1.0,2.4849066497880004
1072,1240,39,ACH,1.0,3.6888794541139363
757,577,8,ACH,1.0,2.1972245773362196
244,953,6,ACH,1.0,1.9459101490553132
1139,866,7,ACH,1.0,2.0794415416798357
1465,953,7,ACH,1.0,2.0794415416798357
1303,581,19,GABA,-1.0,-2.995732273553991
1049,323,53,ACH,1.0,3.9889840465642745
1560,810,55,ACH,1.0,4.02535169073515
794,1746,16,GABA,-1.0,-2.833213344056216
246,675,16,GABA,-1.0,-2.833213344056216
95,102,12,GABA,-1.0,-2.5649493574615367
454,274,8,ACH,1.0,2.1972245773362196
1303,1235,15,GABA,-1.0,-2.772588722239781
1303,234,28,GABA,-1.0,-3.367295829986474
1574,729,89,ACH,1.0,4.499809670330265
789,452,24,ACH,1.0,3.2188758248682006
1112,1240,6,ACH,1.0,1.9459101490553132
1170,1519,8,GABA,-1.0,-2.1972245773362196
1040,869,8,GABA,-1.0,-2.1972245773362196
1002,557,9,ACH,1.0,2.302585092994046
1746,743,11,GABA,-1.0,-2.4849066497880004
1560,464,19,ACH,1.0,2.995732273553991
246,1240,5,GABA,-1.0,-1.791759469228055
1466,31,27,ACH,1.0,3.332204510175204
29,1560,72,ACH,1.0,4.290459441148391
934,1629,7,ACH,1.0,2.0794415416798357
984,509,6,GLUT,-1.0,-1.9459101490553132
427,369,7,ACH,1.0,2.0794415416798357
1746,1212,9,GABA,-1.0,-2.302585092994046
442,1520,10,ACH,1.0,2.3978952727983707
416,615,6,ACH,1.0,1.9459101490553132
693,1152,9,ACH,1.0,2.302585092994046
1311,1084,12,ACH,1.0,2.5649493574615367
1854,756,24,ACH,1.0,3.2188758248682006
822,623,46,ACH,1.0,3.8501476017100584
299,1170,97,GLUT,-1.0,-4.584967478670572
29,894,224,ACH,1.0,5.41610040220442
548,239,78,ACH,1.0,4.3694478524670215
1466,889,19,ACH,1.0,2.995732273553991
669,756,12,GABA,-1.0,-2.5649493574615367
921,92,12,ACH,1.0,2.5649493574615367
454,339,7,ACH,1.0,2.0794415416798357
1040,1774,7,GABA,-1.0,-2.0794415416798357
448,369,10,ACH,1.0,2.3978952727983707
1501,769,17,ACH,1.0,2.8903717578961645
1847,1007,5,ACH,1.0,1.791759469228055
1303,1416,10,GABA,-1.0,-2.3978952727983707
548,675,58,ACH,1.0,4.07753744390572
513,168,6,GABA,-1.0,-1.9459101490553132
557,548,7,ACH,1.0,2.0794415416798357
1170,675,30,GABA,-1.0,-3.4339872044851463
192,1342,65,GABA,-1.0,-4.189654742026425
1466,1170,62,ACH,1.0,4.143134726391533
1040,683,45,GABA,-1.0,-3.828641396489095
1040,392,7,GABA,-1.0,-2.0794415416798357
1656,810,9,ACH,1.0,2.302585092994046
1040,927,8,GABA,-1.0,-2.1972245773362196
1112,1758,6,ACH,1.0,1.9459101490553132
866,1546,11,ACH,1.0,2.4849066497880004
1065,721,10,ACH,1.0,2.3978952727983707
880,920,15,ACH,1.0,2.772588722239781
1170,729,36,GABA,-1.0,-3.6109179126442243
1458,1015,16,GABA,-1.0,-2.833213344056216
1854,183,11,ACH,1.0,2.4849066497880004
474,1519,14,ACH,1.0,2.70805020110221
1359,23,6,GABA,-1.0,-1.9459101490553132
1246,1843,26,GLUT,-1.0,-3.295836866004329
504,519,14,GABA,-1.0,-2.70805020110221
1294,405,17,ACH,1.0,2.8903717578961645
1482,503,19,ACH,1.0,2.995732273553991
1238,188,6,ACH,1.0,1.9459101490553132
463,1509,151,ACH,1.0,5.0238805208462765
1478,1517,7,ACH,1.0,2.0794415416798357
1775,1115,34,ACH,1.0,3.5553480614894135
195,1484,5,GABA,-1.0,-1.791759469228055
225,1484,56,ACH,1.0,4.04305126783455
182,1137,8,GABA,-1.0,-2.1972245773362196
863,1602,7,ACH,1.0,2.0794415416798357
745,131,5,GABA,-1.0,-1.791759469228055
1783,1084,27,GLUT,-1.0,-3.332204510175204
1017,660,5,ACH,1.0,1.791759469228055
1786,1728,11,ACH,1.0,2.4849066497880004
1637,698,117,ACH,1.0,4.770684624465665
817,1295,19,ACH,1.0,2.995732273553991
33,1137,10,GABA,-1.0,-2.3978952727983707
311,1221,14,GLUT,-1.0,-2.70805020110221
515,932,12,ACH,1.0,2.5649493574615367
60,835,13,ACH,1.0,2.6390573296152584
1508,16,77,GABA,-1.0,-4.356708826689592
482,653,7,ACH,1.0,2.0794415416798357
1015,613,8,ACH,1.0,2.1972245773362196
99,557,28,GABA,-1.0,-3.367295829986474
1117,1293,26,ACH,1.0,3.295836866004329
698,877,102,GABA,-1.0,-4.634728988229636
1790,727,8,GABA,-1.0,-2.1972245773362196
1748,1443,10,GABA,-1.0,-2.3978952727983707
1418,1049,15,GABA,-1.0,-2.772588722239781
1851,123,5,ACH,1.0,1.791759469228055
235,1519,6,ACH,1.0,1.9459101490553132
768,1017,57,GABA,-1.0,-4.060443010546419
379,1846,26,ACH,1.0,3.295836866004329
214,932,32,ACH,1.0,3.4965075614664802
1330,810,13,ACH,1.0,2.6390573296152584
552,1482,20,GLUT,-1.0,-3.044522437723423
613,1338,30,GABA,-1.0,-3.4339872044851463
552,1381,31,GLUT,-1.0,-3.4657359027997265
1602,1311,51,ACH,1.0,3.9512437185814275
1605,655,8,GABA,-1.0,-2.1972245773362196
1696,1038,6,GABA,-1.0,-1.9459101490553132
780,1754,77,ACH,1.0,4.356708826689592
421,690,36,GLUT,-1.0,-3.6109179126442243
691,1204,34,GABA,-1.0,-3.5553480614894135
1352,1290,18,ACH,1.0,2.9444389791664403
1477,7,6,GABA,-1.0,-1.9459101490553132
906,1311,5,ACH,1.0,1.791759469228055
1419,812,7,ACH,1.0,2.0794415416798357
464,819,7,ACH,1.0,2.0794415416798357
852,1696,57,ACH,1.0,4.060443010546419
657,151,6,GABA,-1.0,-1.9459101490553132
1466,1869,6,ACH,1.0,1.9459101490553132
799,1420,7,ACH,1.0,2.0794415416798357
923,699,17,ACH,1.0,2.8903717578961645
315,920,76,ACH,1.0,4.343805421853684
385,482,69,ACH,1.0,4.248495242049359
1435,14,36,ACH,1.0,3.6109179126442243
1102,759,16,ACH,1.0,2.833213344056216
239,202,19,ACH,1.0,2.995732273553991
951,963,98,GABA,-1.0,-4.59511985013459
924,1411,6,ACH,1.0,1.9459101490553132
699,151,32,ACH,1.0,3.4965075614664802
463,1315,25,ACH,1.0,3.258096538021482
276,702,27,GABA,-1.0,-3.332204510175204
1563,1125,10,ACH,1.0,2.3978952727983707
1574,1216,12,ACH,1.0,2.5649493574615367
23,817,40,GABA,-1.0,-3.713572066704308
465,197,125,GABA,-1.0,-4.836281906951478
14,986,23,GLUT,-1.0,-3.1780538303479458
1318,818,8,ACH,1.0,2.1972245773362196
1608,1624,5,ACH,1.0,1.791759469228055
1513,880,26,ACH,1.0,3.295836866004329
635,482,80,ACH,1.0,4.394449154672439
584,413,9,ACH,1.0,2.302585092994046
328,782,9,ACH,1.0,2.302585092994046
503,1593,7,GABA,-1.0,-2.0794415416798357
1562,1624,9,ACH,1.0,2.302585092994046
378,662,7,GABA,-1.0,-2.0794415416798357
931,635,54,ACH,1.0,4.007333185232471
482,1462,105,ACH,1.0,4.663439094112067
610,688,9,ACH,1.0,2.302585092994046
459,1658,5,GABA,-1.0,-1.791759469228055
1311,1481,23,ACH,1.0,3.1780538303479458
1754,295,9,GABA,-1.0,-2.302585092994046
1593,1687,91,ACH,1.0,4.5217885770490405
443,510,9,ACH,1.0,2.302585092994046
817,1497,11,ACH,1.0,2.4849066497880004
625,1466,10,GLUT,-1.0,-2.3978952727983707
1481,242,18,GLUT,-1.0,-2.9444389791664403
1109,446,8,GLUT,-1.0,-2.1972245773362196
737,569,29,GABA,-1.0,-3.4011973816621555
1223,846,7,ACH,1.0,2.0794415416798357
385,1057,56,ACH,1.0,4.04305126783455
1084,1311,10,ACH,1.0,2.3978952727983707
204,464,37,ACH,1.0,3.6375861597263857
18,552,29,GABA,-1.0,-3.4011973816621555
1269,20,46,ACH,1.0,3.8501476017100584
92,1655,17,ACH,1.0,2.8903717578961645
1672,658,6,ACH,1.0,1.9459101490553132
212,557,10,ACH,1.0,2.3978952727983707
434,75,11,GABA,-1.0,-2.4849066497880004
564,462,39,GABA,-1.0,-3.6888794541139363
58,1069,15,GABA,-1.0,-2.772588722239781
1318,232,36,ACH,1.0,3.6109179126442243
1450,1134,8,ACH,1.0,2.1972245773362196
768,86,7,GABA,-1.0,-2.0794415416798357
38,384,54,GABA,-1.0,-4.007333185232471
118,1125,8,ACH,1.0,2.1972245773362196
1573,972,10,GABA,-1.0,-2.3978952727983707
1840,1180,6,ACH,1.0,1.9459101490553132
653,5,14,ACH,1.0,2.70805020110221
1129,132,7,ACH,1.0,2.0794415416798357
1673,33,21,ACH,1.0,3.091042453358316
282,1176,19,GABA,-1.0,-2.995732273553991
1021,257,5,ACH,1.0,1.791759469228055
813,1162,41,ACH,1.0,3.7376696182833684
827,552,8,GLUT,-1.0,-2.1972245773362196
947,288,10,ACH,1.0,2.3978952727983707
54,1696,28,ACH,1.0,3.367295829986474
1693,88,8,ACH,1.0,2.1972245773362196
276,118,8,GABA,-1.0,-2.1972245773362196
1352,1165,5,ACH,1.0,1.791759469228055
20,482,233,GABA,-1.0,-5.455321115357702
1809,1221,112,GABA,-1.0,-4.727387818712341
99,689,56,GABA,-1.0,-4.04305126783455
1417,338,7,ACH,1.0,2.0794415416798357
1266,680,6,ACH,1.0,1.9459101490553132
131,208,40,ACH,1.0,3.713572066704308
272,880,53,GLUT,-1.0,-3.9889840465642745
14,232,11,GLUT,-1.0,-2.4849066497880004
851,1409,9,GABA,-1.0,-2.302585092994046
768,737,13,GABA,-1.0,-2.6390573296152584
1568,690,6,GABA,-1.0,-1.9459101490553132
1389,526,14,GABA,-1.0,-2.70805020110221
561,1415,5,ACH,1.0,1.791759469228055
894,446,18,GLUT,-1.0,-2.9444389791664403
420,33,15,GABA,-1.0,-2.772588722239781
1128,698,22,GABA,-1.0,-3.1354942159291497
126,584,16,ACH,1.0,2.833213344056216
126,790,6,ACH,1.0,1.9459101490553132
146,1406,44,ACH,1.0,3.8066624897703196
1850,101,7,GABA,-1.0,-2.0794415416798357
794,884,7,GABA,-1.0,-2.0794415416798357
1517,232,19,GABA,-1.0,-2.995732273553991
1570,192,48,ACH,1.0,3.8918202981106265
1087,432,9,GABA,-1.0,-2.302585092994046
33,1514,13,GABA,-1.0,-2.6390573296152584
1561,1353,11,GABA,-1.0,-2.4849066497880004
1085,517,26,GABA,-1.0,-3.295836866004329
201,1484,10,ACH,1.0,2.3978952727983707
371,70,16,GABA,-1.0,-2.833213344056216
992,1454,21,ACH,1.0,3.091042453358316
1605,950,6,GABA,-1.0,-1.9459101490553132
701,1705,7,ACH,1.0,2.0794415416798357
1393,176,13,ACH,1.0,2.6390573296152584
537,1270,8,ACH,1.0,2.1972245773362196
111,1508,65,ACH,1.0,4.189654742026425
1091,1591,18,ACH,1.0,2.9444389791664403
752,920,148,ACH,1.0,5.003946305945459
145,680,30,ACH,1.0,3.4339872044851463
122,590,7,ACH,1.0,2.0794415416798357
734,1597,5,ACH,1.0,1.791759469228055
967,1527,21,ACH,1.0,3.091042453358316
376,217,18,GABA,-1.0,-2.9444389791664403
1869,1486,53,ACH,1.0,3.9889840465642745
1441,663,40,GABA,-1.0,-3.713572066704308
880,1109,10,ACH,1.0,2.3978952727983707
238,1137,16,ACH,1.0,2.833213344056216
1803,938,45,GABA,-1.0,-3.828641396489095
1236,805,7,GABA,-1.0,-2.0794415416798357
340,1592,7,ACH,1.0,2.0794415416798357
1829,10,8,GABA,-1.0,-2.1972245773362196
46,983,49,ACH,1.0,3.912023005428146
523,173,11,ACH,1.0,2.4849066497880004
28,548,6,ACH,1.0,1.9459101490553132
1538,666,15,GABA,-1.0,-2.772588722239781
773,843,8,ACH,1.0,2.1972245773362196
1352,1368,17,ACH,1.0,2.8903717578961645
1809,240,5,GABA,-1.0,-1.791759469228055
602,1443,14,GABA,-1.0,-2.70805020110221
1515,1293,5,GABA,-1.0,-1.791759469228055
1215,819,26,GABA,-1.0,-3.295836866004329
1269,51,36,ACH,1.0,3.6109179126442243
561,1639,5,ACH,1.0,1.791759469228055
1476,46,7,ACH,1.0,2.0794415416798357
552,1484,260,GLUT,-1.0,-5.564520407322694
1846,1213,10,GABA,-1.0,-2.3978952727983707
72,108,5,ACH,1.0,1.791759469228055
697,376,27,ACH,1.0,3.332204510175204
575,1754,71,ACH,1.0,4.276666119016055
593,1484,133,ACH,1.0,4.897839799950911
253,1726,10,ACH,1.0,2.3978952727983707
176,1112,141,GABA,-1.0,-4.955827057601261
622,655,8,GABA,-1.0,-2.1972245773362196
516,1528,6,GLUT,-1.0,-1.9459101490553132
934,819,5,ACH,1.0,1.791759469228055
98,1570,11,ACH,1.0,2.4849066497880004
1410,303,15,ACH,1.0,2.772588722239781
590,372,5,ACH,1.0,1.791759469228055
818,1593,5,ACH,1.0,1.791759469228055
750,1513,8,GABA,-1.0,-2.1972245773362196
1149,1134,32,GABA,-1.0,-3.4965075614664802
510,1451,64,ACH,1.0,4.174387269895637
965,1149,7,GABA,-1.0,-2.0794415416798357
880,355,18,ACH,1.0,2.9444389791664403
664,1142,11,ACH,1.0,2.4849066497880004
1449,414,24,GABA,-1.0,-3.2188758248682006
73,1541,5,ACH,1.0,1.791759469228055
1762,1540,14,ACH,1.0,2.70805020110221
503,1484,106,GABA,-1.0,-4.672828834461906
1492,653,23,ACH,1.0,3.1780538303479458
1350,1853,8,ACH,1.0,2.1972245773362196
496,413,103,GABA,-1.0,-4.6443908991413725
1832,1045,5,ACH,1.0,1.791759469228055
432,1573,24,ACH,1.0,3.2188758248682006
111,451,6,ACH,1.0,1.9459101490553132
239,1270,8,ACH,1.0,2.1972245773362196
1031,1135,11,ACH,1.0,2.4849066497880004
1260,248,5,GLUT,-1.0,-1.791759469228055
1185,584,12,ACH,1.0,2.5649493574615367
633,623,6,GABA,-1.0,-1.9459101490553132
1655,1406,51,ACH,1.0,3.9512437185814275
1254,1109,11,ACH,1.0,2.4849066497880004
262,1375,29,GABA,-1.0,-3.4011973816621555
1785,781,7,ACH,1.0,2.0794415416798357
1033,89,6,ACH,1.0,1.9459101490553132
1187,1687,5,ACH,1.0,1.791759469228055
1374,1076,8,GABA,-1.0,-2.1972245773362196
117,701,8,GABA,-1.0,-2.1972245773362196
1185,705,25,ACH,1.0,3.258096538021482
469,653,5,GABA,-1.0,-1.791759469228055
951,698,14,GABA,-1.0,-2.70805020110221
983,1134,6,GABA,-1.0,-1.9459101490553132
988,1411,7,GABA,-1.0,-2.0794415416798357
1153,1812,49,ACH,1.0,3.912023005428146
387,1836,9,GABA,-1.0,-2.302585092994046
378,851,19,GABA,-1.0,-2.995732273553991
1783,370,25,GLUT,-1.0,-3.258096538021482
1270,734,37,GABA,-1.0,-3.6375861597263857
1514,1446,11,GABA,-1.0,-2.4849066497880004
1605,1261,6,GABA,-1.0,-1.9459101490553132
1381,1801,7,GABA,-1.0,-2.0794415416798357
524,1798,29,ACH,1.0,3.4011973816621555
1280,1545,6,ACH,1.0,1.9459101490553132
1404,745,5,SER,1.0,1.791759469228055
333,743,5,ACH,1.0,1.791759469228055
5,152,5,GABA,-1.0,-1.791759469228055
1539,1196,11,ACH,1.0,2.4849066497880004
1318,1568,37,ACH,1.0,3.6375861597263857
704,657,19,ACH,1.0,2.995732273553991
53,819,21,ACH,1.0,3.091042453358316
5,653,40,GABA,-1.0,-3.713572066704308
1533,949,10,ACH,1.0,2.3978952727983707
524,449,6,ACH,1.0,1.9459101490553132
1620,1409,28,GABA,-1.0,-3.367295829986474
5,1845,15,GABA,-1.0,-2.772588722239781
1161,1123,6,GABA,-1.0,-1.9459101490553132
923,1238,47,ACH,1.0,3.871201010907891
1803,701,9,GABA,-1.0,-2.302585092994046
278,1155,16,GABA,-1.0,-2.833213344056216
1472,347,11,ACH,1.0,2.4849066497880004
1002,1696,385,ACH,1.0,5.955837369464831
1519,232,10,ACH,1.0,2.3978952727983707
1310,1652,5,GABA,-1.0,-1.791759469228055
887,146,63,GLUT,-1.0,-4.1588830833596715
468,1240,8,ACH,1.0,2.1972245773362196
58,1341,15,GABA,-1.0,-2.772588722239781
863,1514,7,ACH,1.0,2.0794415416798357
923,810,127,ACH,1.0,4.852030263919617
1035,1453,6,ACH,1.0,1.9459101490553132
965,1361,5,GABA,-1.0,-1.791759469228055
804,932,19,ACH,1.0,2.995732273553991
1128,210,35,GABA,-1.0,-3.58351893845611
1497,1660,5,GABA,-1.0,-1.791759469228055
107,199,10,ACH,1.0,2.3978952727983707
586,118,16,SER,1.0,2.833213344056216
220,112,8,ACH,1.0,2.1972245773362196
529,236,6,ACH,1.0,1.9459101490553132
1754,1742,58,GABA,-1.0,-4.07753744390572
1492,689,20,ACH,1.0,3.044522437723423
1085,1623,5,GABA,-1.0,-1.791759469228055
216,768,56,GABA,-1.0,-4.04305126783455
1481,1769,12,GLUT,-1.0,-2.5649493574615367
33,1446,32,GABA,-1.0,-3.4965075614664802
961,1559,29,ACH,1.0,3.4011973816621555
807,93,30,ACH,1.0,3.4339872044851463
46,723,11,ACH,1.0,2.4849066497880004
791,963,5,GABA,-1.0,-1.791759469228055
1481,194,19,GLUT,-1.0,-2.995732273553991
118,15,34,ACH,1.0,3.5553480614894135
33,932,7,GABA,-1.0,-2.0794415416798357
214,657,35,ACH,1.0,3.58351893845611
1710,1294,45,GLUT,-1.0,-3.828641396489095
49,623,8,ACH,1.0,2.1972245773362196
794,1744,23,GABA,-1.0,-3.1780538303479458
1619,99,285,ACH,1.0,5.655991810819852
1020,146,16,ACH,1.0,2.833213344056216
1676,1506,6,GABA,-1.0,-1.9459101490553132
1122,1224,5,ACH,1.0,1.791759469228055
1591,197,116,ACH,1.0,4.762173934797756
524,1564,34,ACH,1.0,3.5553480614894135
923,1740,5,ACH,1.0,1.791759469228055
1832,810,31,ACH,1.0,3.4657359027997265
23,805,5,GABA,-1.0,-1.791759469228055
433,154,9,ACH,1.0,2.302585092994046
698,932,19,GABA,-1.0,-2.995732273553991
141,1812,60,ACH,1.0,4.110873864173311
53,414,45,ACH,1.0,3.828641396489095
805,1772,95,ACH,1.0,4.564348191467836
81,74,19,ACH,1.0,2.995732273553991
406,188,28,GABA,-1.0,-3.367295829986474
275,1037,5,ACH,1.0,1.791759469228055
1791,932,27,ACH,1.0,3.332204510175204
678,768,5,GABA,-1.0,-1.791759469228055
966,1363,31,ACH,1.0,3.4657359027997265
1812,1783,5,ACH,1.0,1.791759469228055
143,689,8,ACH,1.0,2.1972245773362196
631,1791,13,SER,1.0,2.6390573296152584
1415,1429,5,GABA,-1.0,-1.791759469228055
25,1728,42,GABA,-1.0,-3.7612001156935624
167,1772,9,ACH,1.0,2.302585092994046
1540,718,7,GLUT,-1.0,-2.0794415416798357
1214,950,39,ACH,1.0,3.6888794541139363
76,1504,105,ACH,1.0,4.663439094112067
783,1432,5,ACH,1.0,1.791759469228055
485,972,9,GABA,-1.0,-2.302585092994046
904,1417,21,ACH,1.0,3.091042453358316
23,1462,7,GABA,-1.0,-2.0794415416798357
626,385,64,ACH,1.0,4.174387269895637
284,969,6,ACH,1.0,1.9459101490553132
194,1484,6,ACH,1.0,1.9459101490553132
1417,1728,87,ACH,1.0,4.477336814478207
1207,100,9,GLUT,-1.0,-2.302585092994046
1213,873,11,ACH,1.0,2.4849066497880004
214,626,7,ACH,1.0,2.0794415416798357
1338,1850,33,ACH,1.0,3.5263605246161616
29,239,31,ACH,1.0,3.4657359027997265
1271,724,10,ACH,1.0,2.3978952727983707
1676,1775,14,GABA,-1.0,-2.70805020110221
768,810,39,GABA,-1.0,-3.6888794541139363
350,29,58,ACH,1.0,4.07753744390572
554,317,6,ACH,1.0,1.9459101490553132
1200,202,9,ACH,1.0,2.302585092994046
67,64,7,ACH,1.0,2.0794415416798357
514,705,11,GABA,-1.0,-2.4849066497880004
205,819,21,GABA,-1.0,-3.091042453358316
818,1484,21,ACH,1.0,3.091042453358316
1076,687,12,ACH,1.0,2.5649493574615367
1754,1597,7,GABA,-1.0,-2.0794415416798357
931,482,165,ACH,1.0,5.111987788356544
1676,53,14,GABA,-1.0,-2.70805020110221
403,818,19,GABA,-1.0,-2.995732273553991
307,1045,36,ACH,1.0,3.6109179126442243
48,920,5,GABA,-1.0,-1.791759469228055
921,1232,5,ACH,1.0,1.791759469228055
25,598,6,GABA,-1.0,-1.9459101490553132
1817,1482,8,ACH,1.0,2.1972245773362196
880,1655,5,ACH,1.0,1.791759469228055
843,1848,6,ACH,1.0,1.9459101490553132
1639,920,89,ACH,1.0,4.499809670330265
560,405,63,GABA,-1.0,-4.1588830833596715
851,776,5,GABA,-1.0,-1.791759469228055
1582,1484,20,GABA,-1.0,-3.044522437723423
25,992,16,GABA,-1.0,-2.833213344056216
1609,1292,19,ACH,1.0,2.995732273553991
992,657,15,ACH,1.0,2.772588722239781
291,955,11,ACH,1.0,2.4849066497880004
809,817,7,GABA,-1.0,-2.0794415416798357
1537,1338,6,GLUT,-1.0,-1.9459101490553132
1720,1023,32,ACH,1.0,3.4965075614664802
1754,474,5,GABA,-1.0,-1.791759469228055
315,413,12,ACH,1.0,2.5649493574615367
143,1484,25,ACH,1.0,3.258096538021482
1696,1840,77,GABA,-1.0,-4.356708826689592
1247,968,5,ACH,1.0,1.791759469228055
1154,602,25,ACH,1.0,3.258096538021482
524,841,6,ACH,1.0,1.9459101490553132
195,194,15,GABA,-1.0,-2.772588722239781
177,968,6,ACH,1.0,1.9459101490553132
959,1103,8,ACH,1.0,2.1972245773362196
1509,1484,145,GABA,-1.0,-4.983606621708336
965,53,14,GABA,-1.0,-2.70805020110221
775,1658,99,ACH,1.0,4.605170185988092
19,215,5,GABA,-1.0,-1.791759469228055
781,983,38,GABA,-1.0,-3.6635616461296463
822,713,15,ACH,1.0,2.772588722239781
627,542,26,ACH,1.0,3.295836866004329
301,1127,5,ACH,1.0,1.791759469228055
146,510,13,ACH,1.0,2.6390573296152584
552,1453,29,GLUT,-1.0,-3.4011973816621555
1593,190,42,ACH,1.0,3.7612001156935624
1376,569,14,ACH,1.0,2.70805020110221
565,992,65,GABA,-1.0,-4.189654742026425
1242,932,6,GABA,-1.0,-1.9459101490553132
141,1868,11,ACH,1.0,2.4849066497880004
333,1772,90,ACH,1.0,4.51085950651685
371,1708,59,GABA,-1.0,-4.0943445622221
688,1045,62,ACH,1.0,4.143134726391533
74,1035,27,ACH,1.0,3.332204510175204
702,210,23,ACH,1.0,3.1780538303479458
1374,1193,12,GABA,-1.0,-2.5649493574615367
336,853,8,GLUT,-1.0,-2.1972245773362196
216,514,8,GABA,-1.0,-2.1972245773362196
347,38,22,ACH,1.0,3.1354942159291497
1169,932,5,OCT,1.0,1.791759469228055
1696,969,8,GABA,-1.0,-2.1972245773362196
1868,698,52,GABA,-1.0,-3.970291913552122
464,1411,9,ACH,1.0,2.302585092994046
779,1123,15,ACH,1.0,2.772588722239781
1642,784,20,ACH,1.0,3.044522437723423
731,1027,13,GABA,-1.0,-2.6390573296152584
378,702,23,GABA,-1.0,-3.1780538303479458
310,993,22,ACH,1.0,3.1354942159291497
701,665,52,ACH,1.0,3.970291913552122
