idx,root_id,primary_type,additional_type,super_class,role
333,720575940614633867,CB1280,B1-4,central,interneuron
334,720575940614643350,CB0517,,central,interneuron
335,720575940614644898,JO-B,,sensory,input_wind
336,720575940614660263,DNd03,,descending,output
337,720575940614675618,CB1969,,central,interneuron
338,720575940614710509,cML01,,visual_centrifugal,interneuron
339,720575940614738444,LPLC2,,visual_projection,input_vision
340,720575940614789900,LPC1,,visual_projection,interneuron
341,720575940614795410,JO-B,,sensory,input_wind
342,720575940614803266,JO-C,,sensory,input_wind
343,720575940614805983,JO-B,,sensory,input_wind
344,720575940614830604,JO-mz,,sensory,interneuron
345,720575940614835362,JO-CL,,sensory,interneuron
346,720575940614840482,CB1427,,central,interneuron
347,720575940614840891,CB1542,"B1-3, aPN1",central,interneuron
348,720575940614847906,JO-B,,sensory,input_wind
349,720575940614908822,JO-C,,sensory,input_wind
350,720575940614914107,LC4,,visual_projection,interneuron
351,720575940614941992,AVLP479,,central,interneuron
352,720575940615044469,LPLC4,,visual_projection,interneuron
353,720575940615053580,LC4,,visual_projection,interneuron
354,720575940615055989,LPLC2,,visual_projection,input_vision
355,720575940615092019,DNpe042,CL262,descending,output
356,720575940615116731,LPLC2,,visual_projection,input_vision
357,720575940615127227,LC4,,visual_projection,interneuron
358,720575940615222201,JO-B,,sensory,input_wind
359,720575940615226086,CB3631,B1,central,interneuron
360,720575940615227359,CB2472,,central,interneuron
361,720575940615232217,LC4,,visual_projection,interneuron
362,720575940615241010,JO-A,,sensory,interneuron
363,720575940615288203,LPLC2,,visual_projection,input_vision
364,720575940615332502,LPLC2,,visual_projection,input_vision
365,720575940615343060,PVLP027,,central,interneuron
366,720575940615345558,CB1427,,central,interneuron
367,720575940615378700,DNp68,CL138,descending,output
368,720575940615387846,JO-B,,sensory,input_wind
369,720575940615391638,LT82,"LT82a, LT82b",visual_projection,interneuron
370,720575940615395165,CB1314,,central,interneuron
371,720575940615424571,CB1038,,central,interneuron
372,720575940615460255,AN_LH_AVLP_1,,ascending,interneuron
373,720575940615462587,LC4,,visual_projection,interneuron
374,720575940615479413,LC22,,visual_projection,interneuron
375,720575940615522978,LCe04,LC9,visual_projection,interneuron
376,720575940615528678,PVLP024,,central,interneuron
377,720575940615540841,JO-B,,sensory,input_wind
378,720575940615541810,CB1231,,central,interneuron
379,720575940615575007,LC4,,visual_projection,interneuron
380,720575940615613396,CB2431,,central,interneuron
381,720575940615623586,CB1427,,central,interneuron
382,720575940615624866,PVLP074,,central,interneuron
383,720575940615676334,JO-A,,sensory,interneuron
384,720575940615723077,SAD052,B1-5,central,interneuron
385,720575940615723314,PVLP076,,central,interneuron
386,720575940615750318,JO-A,,sensory,interneuron
387,720575940615753629,CB0979,,central,interneuron
388,720575940615860061,JO-B,,sensory,input_wind
389,720575940615868485,CB1065,,central,interneuron
390,720575940615898730,DNg106,,descending,interneuron
391,720575940615905373,LPLC4,,visual_projection,interneuron
392,720575940615907723,LPLC2,,visual_projection,input_vision
393,720575940615920453,LPLC2,,visual_projection,input_vision
394,720575940615953302,LPLC2,,visual_projection,input_vision
395,720575940615967377,LPLC2,,visual_projection,input_vision
396,720575940616008854,LPLC2,,visual_projection,input_vision
397,720575940616039574,LMa1,,optic,interneuron
398,720575940616042508,JO-B,,sensory,input_wind
399,720575940616066705,LC4,,visual_projection,interneuron
400,720575940616077173,CB1496,,central,interneuron
401,720575940616080212,JO-C,,sensory,input_wind
402,720575940616083345,LPLC2,,visual_projection,input_vision
403,720575940616086411,CB1314,,central,interneuron
404,720575940616096306,JO-B,,sensory,input_wind
405,720575940616101789,WED069,,central,interneuron
406,720575940616114132,CB1427,,central,interneuron
407,720575940616116697,LPLC2,,visual_projection,input_vision
408,720575940616121408,CB3245,,central,interneuron
409,720575940616138123,LTe65,PS179,visual_projection,interneuron
410,720575940616166685,LPLC2,,visual_projection,input_vision
411,720575940616202838,CB2162,,central,interneuron
412,720575940616211013,CB3491,WED_pr02,central,interneuron
413,720575940616274619,DNpe026,CL202,descending,output
414,720575940616313942,AMMC-A1,A1,central,interneuron
415,720575940616336245,JO-B,,sensory,input_wind
416,720575940616377817,LPLC2,,visual_projection,input_vision
417,720575940616413509,JO-B,,sensory,input_wind
418,720575940616428884,JO-B,,sensory,input_wind
419,720575940616491993,LPLC2,,visual_projection,input_vision
420,720575940616538944,CB3655,WED106,central,interneuron
421,720575940616564534,WED119,,central,interneuron
422,720575940616597643,CB2034,aSP18,central,interneuron
423,720575940616612025,JO-B,,sensory,input_wind
424,720575940616633925,CB2521,B1-5,central,interneuron
425,720575940616653429,JO-B,,sensory,input_wind
426,720575940616670016,PVLP112a,"PVLP112, pIP7",central,interneuron
427,720575940616713355,LC4,,visual_projection,interneuron
428,720575940616735489,LPLC2,,visual_projection,input_vision
429,720575940616748756,SAD077,,central,interneuron
430,720575940616786315,JO-B,,sensory,input_wind
431,720575940616793174,JO-B,,sensory,input_wind
432,720575940616804806,CB1076,B1-5,central,interneuron
433,720575940616809401,CB1078,"B1-1, aPN1",central,interneuron
434,720575940616817625,CB1145,,central,interneuron
435,720575940616826380,DNb09,DNb01,descending,output
436,720575940616839380,PVLP113,,central,interneuron
437,720575940616859622,JO-B,,sensory,input_wind
438,720575940616946918,CB3024,,central,interneuron
439,720575940616951739,LC31b,LC31,visual_projection,interneuron
440,720575940616976434,LPLC4,,visual_projection,interneuron
441,720575940617019442,LMa1,,optic,interneuron
442,720575940617026260,LC4,,visual_projection,interneuron
443,720575940617044948,WED114,,central,interneuron
444,720575940617066653,JO-B,,sensory,input_wind
445,720575940617110306,JO-B,,sensory,input_wind
446,720575940617123814,PVLP062,,central,interneuron
447,720575940617140597,DNpe024,CL325,descending,output
448,720575940617176321,LC4,,visual_projection,interneuron
449,720575940617197057,CB3024,SAD_pr02,central,interneuron
450,720575940617244049,JO-B,,sensory,input_wind
451,720575940617245652,DNp55,WED180,descending,output
452,720575940617266722,LC4,,visual_projection,interneuron
453,720575940617280657,DNp45,PVLP117,descending,output
454,720575940617289782,LPLC2,,visual_projection,input_vision
455,720575940617294219,LPLC2,,visual_projection,input_vision
456,720575940617303892,CB3486,,central,interneuron
457,720575940617348379,LC4,,visual_projection,interneuron
458,720575940617365947,,,central,interneuron
459,720575940617371732,CB3655,WED106,central,interneuron
460,720575940617399257,DNge048,,descending,output
461,720575940617407929,JO-B,,sensory,input_wind
462,720575940617431325,CB2521,B1-4,central,interneuron
463,720575940617440395,CB0591,,central,interneuron
464,720575940617442561,WED116,,central,interneuron
465,720575940617444130,CB0527,,central,interneuron
466,720575940617457881,JO-B,,sensory,input_wind
467,720575940617467712,SAD049,,central,interneuron
468,720575940617480094,LPLC2,,visual_projection,input_vision
469,720575940617492821,CB3544,,central,interneuron
470,720575940617499205,PVLP074,,central,interneuron
471,720575940617505629,CB2162,,central,interneuron
472,720575940617517661,JO-B,,sensory,input_wind
473,720575940617541147,JO-B,,sensory,input_wind
474,720575940617542872,PVLP124,,central,interneuron
475,720575940617564246,SAD017,,central,interneuron
476,720575940617575803,CL038,,central,interneuron
477,720575940617613858,CL022,,central,interneuron
478,720575940617636981,CB0766,PVLP071,central,interneuron
479,720575940617663093,DNg51,,descending,interneuron
480,720575940617687382,LPLC4,,visual_projection,interneuron
481,720575940617724390,JO-B,,sensory,input_wind
482,720575940617809181,DNp69,CL304,descending,output
483,720575940617845505,JO-B,,sensory,input_wind
484,720575940617882397,CB3710,B1-5,central,interneuron
485,720575940617884736,CB3105,SAD_pr02,central,interneuron
486,720575940617889915,CB3743,,central,interneuron
487,720575940617938772,JO-B,,sensory,input_wind
488,720575940617945246,JO-B,,sensory,input_wind
489,720575940617948445,CB3707,SAD073,central,interneuron
490,720575940617972052,JO-B,,sensory,input_wind
491,720575940617997241,LPLC2,,visual_projection,input_vision
492,720575940618002644,LC4,,visual_projection,interneuron
493,720575940618066415,SAD052,B1-3,central,interneuron
494,720575940618084313,Y3,,optic,interneuron
495,720575940618089851,WED072,,central,interneuron
496,720575940618157110,CL066,,central,interneuron
497,720575940618172509,LPLC2,,visual_projection,input_vision
498,720575940618188859,AVLP120,,central,interneuron
499,720575940618203707,DNc02,SIFa,descending,output
500,720575940618229051,5-HTPMPV03,,visual_centrifugal,interneuron
501,720575940618234704,LC4,,visual_projection,interneuron
502,720575940618234715,LC4,,visual_projection,interneuron
503,720575940618243009,CB3707,SAD073,central,interneuron
504,720575940618263174,CB1816,,central,interneuron
505,720575940618266459,LC4,,visual_projection,interneuron
506,720575940618267227,LC4,,visual_projection,interneuron
507,720575940618275520,LC4,,visual_projection,interneuron
508,720575940618307046,LPLC2,,visual_projection,input_vision
509,720575940618312606,LC4,,visual_projection,interneuron
510,720575940618314897,DNp70,CL305,descending,output
511,720575940618324509,LPLC4,,visual_projection,interneuron
512,720575940618334649,LPLC4,,visual_projection,interneuron
513,720575940618340057,PVLP093,,central,interneuron
514,720575940618342966,CB3880,WV-WV-2,central,interneuron
515,720575940618392912,CB2664,B1-5,central,interneuron
516,720575940618409045,,,central,interneuron
517,720575940618409797,CB1076,B1-5,central,interneuron
518,720575940618410069,CB3739,,central,interneuron
519,720575940618440000,DNp18,,descending,output
520,720575940618450496,LPLC2,,visual_projection,input_vision
521,720575940618455791,PLP018,,central,interneuron
522,720575940618514555,CL121_a,"CL121, aDT5a",central,interneuron
523,720575940618522433,AMMC-A1,A1,central,interneuron
524,720575940618524481,CB2556,B1,central,interneuron
525,720575940618538641,LPLC2,,visual_projection,input_vision
526,720575940618574749,DNg35,,descending,output
527,720575940618594022,DNp42,,descending,output
528,720575940618599277,CB2153,B1-4,central,interneuron
529,720575940618608177,LPLC2,,visual_projection,input_vision
530,720575940618621830,CB1695,,central,interneuron
531,720575940618625671,LPLC4,,visual_projection,interneuron
532,720575940618637090,LPi11,,optic,interneuron
533,720575940618648955,WEDPN9,,central,interneuron
534,720575940618663838,DNge032,,descending,output
535,720575940618668198,CB2917,,central,interneuron
536,720575940618676440,LC4,,visual_projection,interneuron
537,720575940618709158,LC4,,visual_projection,interneuron
538,720575940618711535,LPLC2,,visual_projection,input_vision
539,720575940618723749,LC4,,visual_projection,interneuron
540,720575940618729350,CB3741,,central,interneuron
541,720575940618731284,CB2591,,central,interneuron
542,720575940618769153,PVLP069,,central,interneuron
543,720575940618772719,CB1125,aSP18,central,interneuron
544,720575940618807105,LC4,,visual_projection,interneuron
545,720575940618818629,LPLC4,,visual_projection,interneuron
546,720575940618847281,JO-B,,sensory,input_wind
547,720575940618856896,JO-B,,sensory,input_wind
548,720575940618886710,PVLP076,,central,interneuron
549,720575940618900358,CB1484,,central,interneuron
550,720575940618927636,CB0979,,central,interneuron
551,720575940618927892,LPLC2,,visual_projection,input_vision
552,720575940618932763,PVLP010,,central,interneuron
553,720575940618937547,LPC1,,visual_projection,interneuron
554,720575940618953270,JO-B,,sensory,input_wind
555,720575940618958040,CB1869,,central,interneuron
556,720575940618965553,CB0766,PVLP071,central,interneuron
557,720575940618987600,PVLP120,,central,interneuron
558,720575940619014981,LPLC4,,visual_projection,interneuron
559,720575940619034806,CB2789,B1,central,interneuron
560,720575940619035003,CB0344,,central,interneuron
561,720575940619038493,DNpe042,CL262,descending,output
562,720575940619046469,LPT50,,visual_projection,interneuron
563,720575940619056225,CB1816,,central,interneuron
564,720575940619101099,CB1427,,central,interneuron
565,720575940619110347,CB3715,,central,interneuron
566,720575940619114991,CB2067,,central,interneuron
567,720575940619115547,LPC1,,visual_projection,interneuron
568,720575940619123136,CB1138,,central,interneuron
569,720575940619130096,CB1557,,central,interneuron
570,720575940619144071,LPC1,,visual_projection,interneuron
571,720575940619148829,LT83,,visual_projection,interneuron
572,720575940619159233,LPLC4,,visual_projection,interneuron
573,720575940619182933,CB3655,WED106,central,interneuron
574,720575940619191966,DNge119,,descending,output
575,720575940619197318,LPLC2,,visual_projection,input_vision
576,720575940619251182,LC14a1,LC14,optic,interneuron
577,720575940619263937,LPLC2,,visual_projection,input_vision
578,720575940619264193,LPLC4,,visual_projection,interneuron
579,720575940619309632,LPLC4,,visual_projection,interneuron
580,720575940619329957,CB1942,,central,interneuron
581,720575940619397542,LC4,,visual_projection,interneuron
582,720575940619405812,CB1425,B1-3,central,interneuron
583,720575940619414597,LPLC4,,visual_projection,interneuron
584,720575940619424020,CL022,,central,interneuron
585,720575940619447105,JO-B,,sensory,input_wind
586,720575940619465131,JO-A,,sensory,interneuron
587,720575940619507184,LC31a,LC31,visual_projection,interneuron
588,720575940619553671,CB1908,,central,interneuron
589,720575940619569835,SAD014,,central,interneuron
590,720575940619572529,CB1557,,central,interneuron
591,720575940619572762,JO-B,,sensory,input_wind
592,720575940619592768,LC31b,LC31,visual_projection,interneuron
593,720575940619601488,PVLP122b,PVLP122,central,interneuron
594,720575940619606036,CB1638,,central,interneuron
595,720575940619627611,CB2472,,central,interneuron
596,720575940619627934,LPLC2,,visual_projection,input_vision
597,720575940619644336,AN_LH_AVLP_1,,ascending,interneuron
598,720575940619654053,DNp02,,descending,output
599,720575940619654149,LPLC2,,visual_projection,input_vision
600,720575940619655685,LPLC4,,visual_projection,interneuron
601,720575940619675472,CB4235,,central,interneuron
602,720575940619709972,PVLP024,,central,interneuron
603,720575940619719668,LC9,,visual_projection,interneuron
604,720575940619731334,LT51,aSP29b,visual_projection,interneuron
605,720575940619737070,LPC1,,visual_projection,interneuron
606,720575940619738315,CB1427,,central,interneuron
607,720575940619750822,LPLC2,,visual_projection,input_vision
608,720575940619822784,PVLP093,,central,interneuron
609,720575940619900993,LPLC2,,visual_projection,input_vision
610,720575940619940811,JO-B,,sensory,input_wind
611,720575940619941067,JO-B,,sensory,input_wind
612,720575940619942859,CB1078,"B1-1, aPN1",central,interneuron
613,720575940619948880,CB2566,,central,interneuron
614,720575940619969227,JO-B,,sensory,input_wind
615,720575940619981494,LPLC2,,visual_projection,input_vision
616,720575940620001718,LPLC2,,visual_projection,input_vision
617,720575940620004479,CB2431,,central,interneuron
618,720575940620012253,CB0758,B2,central,interneuron
619,720575940620013044,CB1474,,central,interneuron
620,720575940620020827,PS234,,central,interneuron
621,720575940620031341,JO-B,,sensory,input_wind
622,720575940620039259,CB3024,,central,interneuron
623,720575940620054694,DNp11,,descending,output
624,720575940620082512,DNge049,,descending,output
625,720575940620096238,SAD076,,central,interneuron
626,720575940620097985,WED072,,central,interneuron
627,720575940620139678,LPLC2,,visual_projection,input_vision
628,720575940620139736,LPLC4,,visual_projection,interneuron
629,720575940620155489,CB2576,,central,interneuron
630,720575940620155561,CB3649,,central,interneuron
631,720575940620156283,DNp30,DSKMP1A,descending,output
632,720575940620165541,AVLP479,,central,interneuron
633,720575940620173737,PVLP022,,central,interneuron
634,720575940620204412,CB1585,,central,interneuron
635,720575940620208293,PVLP123a,PVLP123,central,interneuron
636,720575940620257216,JO-B,,sensory,input_wind
637,720575940620298772,DNge035,,descending,output
638,720575940620300308,DNg97,,descending,output
639,720575940620304110,CB0533,,central,interneuron
640,720575940620306904,LPLC2,,visual_projection,input_vision
641,720575940620314221,LC4,,visual_projection,interneuron
642,720575940620314612,LC4,,visual_projection,interneuron
643,720575940620320902,PVLP017,,central,interneuron
644,720575940620346758,LPLC4,,visual_projection,interneuron
645,720575940620348769,SAD064,,central,interneuron
646,720575940620375796,LPLC4,,visual_projection,interneuron
647,720575940620381575,CL323b,CL323,central,interneuron
648,720575940620386981,JO-B,,sensory,input_wind
649,720575940620422413,JO-B,,sensory,input_wind
650,720575940620422938,JO-B,,sensory,input_wind
651,720575940620450031,CB1484,,central,interneuron
652,720575940620458735,JO-B,,sensory,input_wind
653,720575940620468718,DNp02,,descending,output
654,720575940620516846,JO-B,,sensory,input_wind
655,720575940620537153,CB3885,,central,interneuron
656,720575940620540507,SAD072,,central,interneuron
657,720575940620541099,DNge054,,descending,output
658,720575940620575476,LPLC2,,visual_projection,input_vision
659,720575940620575653,JO-B,,sensory,input_wind
660,720575940620581748,SAD021_a,,central,interneuron
661,720575940620587713,JO-B,,sensory,input_wind
662,720575940620591837,CB1038,,central,interneuron
663,720575940620621190,DNg99,,descending,interneuron
664,720575940620622785,JO-B,,sensory,input_wind
665,720575940620642940,DNpe002,VES068,descending,output
666,720575940620661931,JO-B,,sensory,input_wind
667,720575940620682049,LC21,,visual_projection,interneuron
668,720575940620694015,CB1078,aPN1,central,interneuron
669,720575940620723126,AVLP479,,central,interneuron
670,720575940620729816,LPLC4,,visual_projection,interneuron
671,720575940620731380,LC4,,visual_projection,interneuron
672,720575940620731631,CB1076,B1-5,central,interneuron
673,720575940620783180,LPLC2,,visual_projection,input_vision
674,720575940620795728,LC4,,visual_projection,interneuron
675,720575940620813989,LTe20,,visual_projection,interneuron
676,720575940620822893,JO-B,,sensory,input_wind
677,720575940620833974,CB1125,aSP18,central,interneuron
678,720575940620842846,SAD016,,central,interneuron
679,720575940620856047,LPLC4,,visual_projection,interneuron
680,720575940620860398,CB2566,,central,interneuron
681,720575940620887834,LPLC2,,visual_projection,input_vision
682,720575940620903412,LPC1,,visual_projection,interneuron
683,720575940620903551,LC4,,visual_projection,interneuron
684,720575940620910774,CB1198,SAD_pr02,central,interneuron
685,720575940620913493,LC14a1,LC14,optic,interneuron
686,720575940620931312,VP5+_l2PN,,central,interneuron
687,720575940620933067,CB0979,,central,interneuron
688,720575940620980323,CB2664,B1-4,central,interneuron
689,720575940621000831,PVLP062,,central,interneuron
690,720575940621043753,CB1076,B1-5,central,interneuron
691,720575940621067204,PVLP021,,central,interneuron
692,720575940621077253,JO-B,,sensory,input_wind
693,720575940621096583,LC14a1,LC14,optic,interneuron
694,720575940621104628,AVLP093,,central,interneuron
695,720575940621110454,JO-A,,sensory,interneuron
696,720575940621120353,JO-B,,sensory,input_wind
697,720575940621145821,LC4,,visual_projection,interneuron
698,720575940621148660,CB3880,WV-WV-2,central,interneuron
699,720575940621157645,DNpe024,CL325,descending,output
700,720575940621225313,CL286,,central,interneuron
701,720575940621241072,AN_multi_106,,ascending,interneuron
702,720575940621242025,SAD052,B1-5,central,interneuron
703,720575940621258198,LC14a1,LC14,optic,interneuron
704,720575940621259875,LPLC4,,visual_projection,interneuron
705,720575940621307892,CB2824,,central,interneuron
706,720575940621311110,Tlp1,,optic,interneuron
707,720575940621313414,DNge038,,descending,output
708,720575940621315567,Y11,,optic,interneuron
709,720575940621324996,CB1065,SAD_pr02,central,interneuron
710,720575940621340429,JO-A,,sensory,interneuron
711,720575940621351412,CB0810,,motor,output
712,720575940621354416,CB2034,aSP18,central,interneuron
713,720575940621365236,PVLP021,,central,interneuron
714,720575940621371045,LT56,,visual_centrifugal,interneuron
715,720575940621380646,CB3207,,central,interneuron
716,720575940621401222,DNpe025,PVLP145,descending,output
717,720575940621422319,CB2712,,central,interneuron
718,720575940621460115,PLP018,,central,interneuron
719,720575940621508336,JO-B,,sensory,input_wind
720,720575940621513566,JO-B,,sensory,input_wind
721,720575940621514093,LPLC4,,visual_projection,interneuron
722,720575940621522458,LC4,,visual_projection,interneuron
723,720575940621540586,SAD021_a,,central,interneuron
724,720575940621547689,CB0956,,central,interneuron
725,720575940621555603,CB1110,,central,interneuron
726,720575940621568269,CB1496,,central,interneuron
727,720575940621618859,ALIN6,,central,interneuron
728,720575940621634913,LPLC2,,visual_projection,input_vision
729,720575940621640363,AVLP076,,central,interneuron
730,720575940621661355,LPC1,,visual_projection,interneuron
731,720575940621717469,CB4161,WV-WV-3,central,interneuron
732,720575940621722111,JO-B,,sensory,input_wind
733,720575940621726698,PVLP100,,central,interneuron
734,720575940621752001,CB1498,,central,interneuron
735,720575940621753579,LC4,,visual_projection,interneuron
736,720575940621759169,LPLC4,,visual_projection,interneuron
737,720575940621771502,AVLP542,,central,interneuron
738,720575940621800431,LC31a,LC31,visual_projection,interneuron
739,720575940621800798,CB3710,B1-5,central,interneuron
740,720575940621801456,DNge120,,descending,output
741,720575940621804159,DNp12,WED105,descending,interneuron
742,720575940621819630,PLP060,,central,interneuron
743,720575940621823100,CB3416,PVLP031,central,interneuron
744,720575940621823514,JO-B,,sensory,input_wind
745,720575940621835246,CB3245,,central,interneuron
746,720575940621836246,,,central,interneuron
747,720575940621838571,CB1638,,central,interneuron
748,720575940621865479,CB2380,aLN/al,central,interneuron
749,720575940621887732,JO-C,,sensory,input_wind
750,720575940621902301,PS002,,central,interneuron
751,720575940621914904,LPLC2,,visual_projection,input_vision
752,720575940621947302,AVLP442,,central,interneuron
753,720575940621972009,CB3381,,central,interneuron
754,720575940621976097,PS001,,central,interneuron
755,720575940622004106,CB2475,B1,central,interneuron
756,720575940622007472,cM11,,visual_centrifugal,interneuron
757,720575940622009284,LPLC2,,visual_projection,input_vision
758,720575940622009676,CB1065,,central,interneuron
759,720575940622010373,DNg55,,descending,output
760,720575940622026757,JO-B,,sensory,input_wind
761,720575940622028029,LC31a,LC31,visual_projection,interneuron
762,720575940622037139,LC14a1,LC14,optic,interneuron
763,720575940622102182,AN_AVLP_GNG_21,,ascending,interneuron
764,720575940622108001,LC4,,visual_projection,interneuron
765,720575940622108933,CB2162,,central,interneuron
766,720575940622112353,CB2431,,central,interneuron
767,720575940622123400,DNge091,,descending,interneuron
768,720575940622123981,CB3911,WV-WV-1,central,interneuron
769,720575940622140481,LTe18,,visual_projection,interneuron
770,720575940622156799,LPLC2,,visual_projection,input_vision
771,720575940622161366,DNge054,,descending,output
772,720575940622174463,LPLC2,,visual_projection,input_vision
773,720575940622183194,CB0478,,central,interneuron
774,720575940622188568,CB1231,,central,interneuron
775,720575940622251411,SAD077,,central,interneuron
776,720575940622254375,CB1078,"B1-2, aPN1",central,interneuron
777,720575940622271472,CB2472,,central,interneuron
778,720575940622276735,LPLC4,,visual_projection,interneuron
779,720575940622297855,JO-B,,sensory,input_wind
780,720575940622312072,LPLC2,,visual_projection,input_vision
781,720575940622318599,CB0307,,central,interneuron
782,720575940622324991,PVLP141,,central,interneuron
783,720575940622330582,LC4,,visual_projection,interneuron
784,720575940622339113,PVLP130,,central,interneuron
785,720575940622342569,JO-B,,sensory,input_wind
786,720575940622344216,JO-B,,sensory,input_wind
787,720575940622351595,CB2380,aLN/al,central,interneuron
788,720575940622366814,LC14a1,LC14,optic,interneuron
789,720575940622368477,LC14a1,LC14,optic,interneuron
790,720575940622401462,CB3486,,central,interneuron
791,720575940622413948,CB3905,,central,interneuron
792,720575940622425271,LPLC2,,visual_projection,input_vision
793,720575940622461823,LCe07,,visual_projection,interneuron
794,720575940622485981,SAD015,SAD018,central,interneuron
795,720575940622486644,DNg45,,descending,output
796,720575940622516720,LPLC4,,visual_projection,interneuron
797,720575940622525654,CB2034,aSP18,central,interneuron
798,720575940622531767,LC4,,visual_projection,interneuron
799,720575940622552163,JO-B,,sensory,input_wind
800,720575940622557675,CB1638,,central,interneuron
801,720575940622559512,AVLP094,,central,interneuron
802,720575940622560094,LPLC4,,visual_projection,interneuron
803,720575940622565590,DNge047,,descending,output
804,720575940622577336,CB1076,B1-5,central,interneuron
805,720575940622579967,DNg29,,descending,output
806,720575940622593476,JO-B,,sensory,input_wind
807,720575940622633716,DNge041,,descending,interneuron
808,720575940622657684,CB2305,,central,interneuron
809,720575940622671655,CB1038,,central,interneuron
810,720575940622673860,DNp06,,descending,output
811,720575940622675421,DNp29,NPFP1,descending,output
812,720575940622680088,LPLC2,,visual_projection,input_vision
813,720575940622680724,LC31b,LC31,visual_projection,interneuron
814,720575940622681889,cM11,,visual_centrifugal,interneuron
815,720575940622729513,CB2380,aLN/al,central,interneuron
816,720575940622769159,LPLC2,,visual_projection,input_vision
817,720575940622778820,CB2556,B1,central,interneuron
818,720575940622801101,CL022,,central,interneuron
819,720575940622838154,DNp01,"Giant_Fiber, GF",descending,hub_gf
820,720575940622857827,JO-B,,sensory,input_wind
821,720575940622932487,PVLP111,pIP7,central,interneuron
822,720575940622939836,LC4,,visual_projection,interneuron
823,720575940622946963,JO-B,,sensory,input_wind
824,720575940622960422,JO-B,,sensory,input_wind
825,720575940622978823,JO-B,,sensory,input_wind
826,720575940622992205,LPLC2,,visual_projection,input_vision
827,720575940622996579,DNg40,hb5813056435,descending,output
828,720575940622998115,JO-B,,sensory,input_wind
829,720575940623003653,LPLC4,,visual_projection,interneuron
830,720575940623016709,LMa1,,optic,interneuron
831,720575940623019544,DNa11,VES008,descending,output
832,720575940623047629,LPLC2,,visual_projection,input_vision
833,720575940623078852,CB1138,,central,interneuron
834,720575940623083288,JO-C,,sensory,input_wind
835,720575940623084170,CB3640,,central,interneuron
836,720575940623113752,AVLP538,AVLP_pr04,central,interneuron
837,720575940623124467,LPLC4,,visual_projection,interneuron
838,720575940623125628,DNpe020,PS133,descending,output
839,720575940623146378,JO-B,,sensory,input_wind
840,720575940623189799,JO-A,,sensory,interneuron
841,720575940623197588,CB2186,AVLP349,central,interneuron
842,720575940623203805,VESa1_P02,hb1663021115,central,interneuron
843,720575940623233238,CB1076,B1-5,central,interneuron
844,720575940623262461,LPLC2,,visual_projection,input_vision
845,720575940623274966,DNpe037,CL338,descending,output
846,720575940623276168,DNp35,PVLP136,descending,output
847,720575940623290153,JO-B,,sensory,input_wind
848,720575940623292713,CB3105,,central,interneuron
849,720575940623292925,JO-B,,sensory,input_wind
850,720575940623301417,JO-B,,sensory,input_wind
851,720575940623322877,CB3881,WV-WV-1,central,interneuron
852,720575940623333770,LPLC2,,visual_projection,input_vision
853,720575940623338281,DNg98,,descending,output
854,720575940623357675,JO-B,,sensory,input_wind
855,720575940623362698,SAD014,,central,interneuron
856,720575940623374058,PS002,,central,interneuron
857,720575940623380009,CB3903,,central,interneuron
858,720575940623383432,LPLC4,,visual_projection,interneuron
859,720575940623401128,JO-B,,sensory,input_wind
860,720575940623401693,LPT26,,visual_projection,interneuron
861,720575940623455239,CB0527,,central,interneuron
862,720575940623473335,CB0750,,motor,output
863,720575940623474871,JO-B,,sensory,input_wind
864,720575940623490794,JO-B,,sensory,input_wind
865,720575940623491369,LPLC4,,visual_projection,interneuron
866,720575940623492632,LPLC4,,visual_projection,interneuron
867,720575940623503318,DNg104,,descending,output
868,720575940623529875,JO-B,,sensory,input_wind
869,720575940623551684,LPLC2,,visual_projection,input_vision
870,720575940623557158,JO-C,,sensory,input_wind
871,720575940623560413,LMa1,,optic,interneuron
872,720575940623562534,JO-B,,sensory,input_wind
873,720575940623579063,PVLP137,,central,interneuron
874,720575940623593451,CB3742,,central,interneuron
875,720575940623652083,LPLC2,,visual_projection,input_vision
876,720575940623666213,CB0027,,central,interneuron
877,720575940623688119,CB1760,WED_pr02,central,interneuron
878,720575940623745869,JO-B,,sensory,input_wind
879,720575940623769783,LPLC2,,visual_projection,input_vision
880,720575940623781127,DNp103,PVLP119,descending,output
881,720575940623804853,CB0414,,central,interneuron
882,720575940623805159,JO-B,,sensory,input_wind
883,720575940623806157,LPLC4,,visual_projection,interneuron
884,720575940623817572,CB2940,,central,interneuron
885,720575940623820787,WED069,,central,interneuron
886,720575940623827348,LPLC2,,visual_projection,input_vision
887,720575940623840392,SMP068,,central,interneuron
888,720575940623840589,JO-A,,sensory,interneuron
889,720575940623860458,PVLP111,pIP7,central,interneuron
890,720575940623925774,LPLC2,,visual_projection,input_vision
891,720575940623928333,LC22,,visual_projection,interneuron
892,720575940623945194,LPLC4,,visual_projection,interneuron
893,720575940623953900,PVLP150,,central,interneuron
894,720575940623957173,PVLP010,,central,interneuron
895,720575940623961747,LPLC4,,visual_projection,interneuron
896,720575940623991881,JO-C,,sensory,input_wind
897,720575940624008586,LPLC4,,visual_projection,interneuron
898,720575940624014524,LPLC2,,visual_projection,input_vision
899,720575940624016778,LPLC2,,visual_projection,input_vision
900,720575940624017251,LC4,,visual_projection,interneuron
901,720575940624032611,CB3381,,central,interneuron
902,720575940624065724,JO-B,,sensory,input_wind
